6.8,23.1,36.4
34.6,26.9,31.1
29.0,12.5,40.6
26.4,7.5,17.9
17.4,25.7,8.8
10.3,40.2,42.8
32.9,5.5,37.3
37.6, 9.1,14.3
28.9,25.8,20.1
33.2,26.1,6.7
6.2,41.9,8.6
18.6,34.1,36.8
14.4,26.1,9.4
4.4,7.4,22.7
16.8,30.7,15.2
9.9,39.5,13.3
26.7,41.8,7.5
25.2,9.9,34.7
41.5,18.7,19.5
10.4,16.1,28.4
2.7,36.4,18.1
42.2,21.6,24.9
23.8,12.7,40.1
9.1,2.3,4.5
32.17,38.98,16.42
5.02,22.15,29.21
29.22,19.52,23.87
22.69,10.78,2.07
13.52,6.15,6.07
30.27,20.67,34.35
24.11,3.04,30.91
21.73,9.15,20.62
26.76,10.11,3.17
7.67,12.75,1.32
27.76,26.34,27.32
28.41,36.62,24.66
10.49,16.84,17.84
15.48,19.72,11.19
8.07,14.55,5.68
23.18,21.95,29.99
28.18,5.53,30.03
13.75,3.07,6.43
8.72,9.13,34.03
17.64,29.6,25.36
31.58,14.27,21.84
10.58,31.97,7.23
1.44,0.23,35.94
7.17,3.68,7.67
17.08,12.35,29.74
1.15,33.69,1.85
27.62,3.81,32.77
9.55,17.05,31.15
13.24,14.09,29.54
2.49,23.96,3.76
36.88,7.04,2.96
25.44,10.17,12.96
12.23,11.28,19.96
7.58,24.68,7.67
30.06,28.81,18.96
15.54,8.16,9.6
0.47,15.26,2.09
3.88,27.33,21.26
14.64,29.62,18.36
25.08,28.02,8.05
10.13,4.23,35.48
11.12,7.97,31.14
26.69,23.87,15.44
8.43,18.26,30.16
34.04,3.72,26.38
27.26,36.3,15.45
22.56,21.34,28.19
26.33,17.86,17.99
17.98,35.62,22.41
14.55,4.69,5.55
27.19,24.97,15.33
26.24,6.5,5.92
22.17,29.02,26.13
7.44,31.36,15.34
10.98,26.48,15.48
22.3,11.39,26.67
17.1,14.57,17.74
9.89,3.84,11.06
1.07,8.94,30.62
24.07,15.06,31.27
16.16,6.8,13.69
14.64,25.31,19.97
5.5,21.58,12.54
35.2,35.38,30.37
19.4,4.6,5.87
13.61,1.21,1.71
11.29,13.77,9.14
20.72,24.97,11.08
28.01,3.02,26.69
30.38,3.54,20.58
26.69,6.99,22.11
9.97,2.2,22.08
13.97,24.45,35.68
16.08,8.85,24.49
6.15,6.43,13.06
15.88,25.02,11.42
14.12,29.95,13.16
30.95,2.31,17.59
31.62,7.01,33.22
25.25,22.23,29.87
17.36,19.97,25.02
2.58,21.89,27.39
22.5,5.89,6.88
10.54,15.44,12.89
16.75,28.83,29.11
3.85,31.72,15.56
34.37,12.11,13.24
4.02,11.79,34.51
27.39,17.56,8.22
15.25,20.47,9.19
31.67,11.23,35.2
28.53,21.31,14.69
19.95,2.05,3.78
11.53,33.24,7.18
9.48,23.48,23.57
36.47,34.32,31.08
35.37,12.18,27.14
20.22,30.18,9.84
28.87,8.23,24.95
13.63,35.11,20.83
11.14,26.21,10.54
21.58,24.02,5.36
3.5,26.42,30.81
1.56,26.15,10.31
3.89,2.63,33.16
20.95,17.43,28.35
34.72,36.77,22.56
15.92,27.71,22.25
31.87,24.83,6.81
8.97,10.16,3.97
4.6,14.71,13.5
33.69,30.87,22.77
24.88,3.28,25.03
28.23,26.23,24.23
35.26,21.03,28.07
27.36,15.47,27.72
16.03,7.19,11.95
9.46,8.97,22.16
13.91,15.03,16.91
3.04,36.25,2.89
27.38,35.07,1.15
31.03,19.87,19.22
13.27,17.08,23.81
6.92,7.42,6.69
24.55,13.88,25.91
11.71,26.67,10.96
21.84,31.17,4.81
18.05,4.96,8.57
18.46,3.29,33.53
15.09,22.56,32.96
2.64,29.3,22.33
10.99,22.84,2.84
5.38,22.16,5.15
28.23,27.23,24.45
36.31,34.12,7.97
25.35,2.99,3.87
12.62,24.72,25.46
20.56,10.16,18.06
30.55,20.12,8.13
21.91,22.72,20.43
5.5,25.15,20.98
10.83,11.23,27.23
1.9,6.69,14.52
4.35,30.5,5.33
13.25, 6.09, 24.36
35.17, 25.55, 5.67
8.82, 7.89, 20.13
19.27, 9.21, 32.41
14.03, 10.57, 3.45
27.82, 36.38, 31.12
21.09, 1.96, 17.62
37.12, 4.88, 29.84
26.96, 31.17, 28.75
6.41, 19.35, 7.11
31.91, 36.51, 21.12
9.64, 25.98, 18.57
33.62, 3.24, 20.58
8.16, 27.24, 21.15
11.17, 10.03, 23.27
35.32, 1.37, 19.91
29.59, 12.43, 27.98
28.42, 16.05, 30.79
6.95, 16.47, 9.15
3.09, 22.73, 17.48
7.36, 30.95, 28.43
10.88, 15.57, 3.61
20.02, 36.11, 7.91
1.83, 6.43, 38.07
13.24, 6.71, 30.09
28.32, 22.16, 11.43
3.87, 34.98, 19.19
10.62, 17.58, 3.92
35.79, 10.88, 6.65
19.13, 6.54, 11.38
28.84, 30.45, 27.52
2.48, 14.51, 22.36
27.66, 3.43, 35.24
13.99, 18.64, 5.76
5.17, 27.35, 35.08
28.04, 31.21, 9.21
24.31, 30.69, 8.22
36.27, 23.83, 27.94
15.12, 13.46, 36.76
22.11, 25.22, 28.52
2.85, 33.56, 36.31
7.64, 9.39, 6.11
26.79, 6.99, 28.13
26.84, 9.34, 2.67
15.73, 8.88, 26.33
28.06, 29.11, 12.78
7.45, 10.55, 20.84
21.07, 18.97, 9.27
34.52,25.78,10.19
2.46,34.97,13.68
7.31,18.49,11.87
6.39,6.29,14.53
27.48,12.08,30.62
21.55,18.21,0.33
24.16,4.41,28.56
9.68,15.74,22.08
3.23,18.23,32.67
9.54,28.21,21.62
14.41,28.85,5.92
27.91,11.34,27.22
20.86,0.17,12.51
21.89,7.62,24.27
34.72,29.94,30.88
14.48,28.16,12.75
35.33,22.43,6.06
7.67,18.21,33.81
22.44,26.95,36.15
12.23,27.19,31.25
25.29,22.24,16.17
24.16,4.13,28.87
26.15,28.34,22.36
14.79,14.98,9.28
13.47,22.06,30.11
37.93,19.56,6.24
10.68,33.24,20.08
8.79,12.25,14.33
21.07,16.39,4.15
6.41,6.54,27.11
20.69,3.83,30.28
20.92,31.55,18.39
1.85,8.09,32.44
20.22,7.17,21.78
23.08,34.51,23.91
12.24,10.42,5.28
34.28,13.85,9.24
19.05,35.52,21.02
26.95,6.26,25.25
11.31,4.92,28.26
17.07,0.26,31.09
2.44,29.26,7.12
27.56,10.79,23.36
20.28,13.58,19.89
12.67,8.62,11.72
28.34,31.87,20.67
35.19,14.47,3.43
22.92,10.14,11.31
33.56,22.78,14.72
37.84,30.45,27.91
23.36,8.62,23.65
13.21,20.46,4.09
12.88,5.87,5.73
34.77,31.27,21.89
26.82,15.14,19.01
24.91,9.56,19.19
22.17,26.41,5.67
35.22,29.26,36.12
26.09,35.77,10.85
15.99,12.03,20.39
10.82,17.29,30.25
6.04,3.95,11.51
27.72,36.83,12.01
11.34,30.02,0.21
31.66,7.58,35.87
0.74,22.29,31.85
22.01,4.31,24.85
1.21,1.02,5.74
19.51,29.33,13.41
23.31,8.38,16.06
27.87,11.85,15.39
15.52,28.17,24.02
11.92, 20.75, 28.13
19.08, 0.39, 11.84
33.56, 31.02, 27.79
30.75, 4.37, 29.21
27.22, 24.55, 5.62
7.13, 15.23, 25.18
25.15, 34.16, 8.79
10.98, 34.44, 22.08
16.72, 1.13, 18.31
30.11, 35.79, 29.54
3.89, 31.95, 7.33
34.23, 28.49, 23.91
24.71, 11.26, 1.52
27.81, 25.63, 19.39
35.31, 20.56, 19.16
22.43, 9.26, 15.81
7.68, 22.94, 25.06
24.79, 22.42, 2.55
25.21, 5.23, 12.67
18.48, 10.57, 30.98
8.19, 27.41, 1.63
8.95, 35.76, 34.63
23.47, 2.39, 3.16
31.38, 27.01, 11.99
30.78,20.56,9.11
34.17,13.28,29.47
36.86,28.02,21.05
23.13,23.88,30.41
13.28,26.64,35.87
2.28,15.45,17.24
23.44,21.25,0.79
24.62,8.45,3.32
11.99,1.24,29.33
9.71,11.09,8.17
5.28,19.34,14.36
14.67,19.12,8.54
10.89,35.37,2.66
34.52,19.57,30.4
23.87,23.01,21.14
35.35,24.52,8.74
17.64,13.28,3.6
12.39,9.63,15.56
5.84,22.29,2.88
21.77,0.22,3.78
19.27,15.19,35.17
29.07,2.52,16.06
1.07,14.72,21.14
19.05,27.58,22.37
36.27,21.91,29.67
19.81,19.17,7.86
31.64,27.18,14.88
9.29,8.39,31.59
21.03,7.96,0.92
29.81,31.27,17.69
31.96,3.03,19.39
18.76,9.94,16.14
18.31,0.48,13.56
29.81,3.44,22.21
31.59,21.63,2.05
34.62,12.11,24.77
0.17,16.71,7.77
22.87,15.97,24.04
9.7,22.44,19.4
3.91,0.43,35.19
14.9,17.77,17.92
10.6,29.02,16.38
16.13,9.74,24.2
22.06,16.47,16.76
22.45,30.9,16.25
5.8,2.22,5.49
15.36,24.34,9.54
29.38,1.64,11.73
24.31,7.15,32.89
33.92,3.56,0.98
14.26,19.78,8.41
28.84,0.95,17.49
16.74,30.35,22.18
23.25,8.33,9.72
34.95,36.79,23.36
2.12,20.56,18.72
19.72,30.04,15.13
23.27,4.91,22.91
11.45,4.56,8.79
5.83,31.08,22.78
8.53,20.07,33.31
2.32,8.16,9.35
17.96,17.37,4.67
19.91,1.57,24.37
10.06,5.2,5.08
12.83,11.8,36.38
18.53,1.09,26.68
35.9,0.56,27.96
3.18,35.86,0.86
20.99,15.44,0.68
16.26,1.56,10.23
1.67,26.39,27.99
11.29,35.92,8.04
9.76,29.38,18.95
28.15,27.14,14.39
27.44,8.53,30.29
13.62,31.28,34.71
25.06,5.55,26.01
18.97,9.63,15.97
35.56,4.44,3.73
4.14,27.31,6.85
17.61,1.01,6.35
29.67,1.03,19.05
21.38,14.47,23.45
10.12,11.14,23.12
23.91,23.02,23.76
16.64,9.75,0.48
25.48,21.71,20.75
28.03,15.64,8.14
3.75,36.44,34.33
0.58,28.67,18.06
24.29,17.71,25.78
6.08,6.62,13.38
4.57,21.71,16.98
11.44,23.19,23.56
19.54,23.91,23.83
12.54, 26.07, 8.01
15.29, 22.43, 35.69
18.52, 9.98, 22.87
30.14, 0.95, 33.84
32.68, 17.21, 20.99
3.67, 35.92, 13.47
34.59, 7.56, 5.23
5.38, 24.36, 13.29
15.08, 29.64, 38.06
22.88, 16.52, 13.26
21.57, 23.08, 14.25
8.93, 26.81, 12.87
30.16, 25.39, 28.51
16.01, 35.91, 9.89
1.71, 21.84, 18.95
19.14, 3.62, 28.44
27.08, 19.88, 4.61
4.87, 15.02, 20.49
33.04, 27.58, 14.11
34.16, 12.27, 23.97
22.13, 25.11, 12.34
17.55, 22.95, 37.15
15.05, 3.75, 21.63
11.92, 21.89, 0.87
17.20,30.38,22.67
3.14,13.57,19.21 
32.24,15.52,6.24 
14.63,34.47,28.82
30.28,13.71,12.30
38.90,3.68,37.12 
16.98,17.25,2.67 
13.54,15.59,16.12
12.42,39.74,2.22 
36.59,4.14,37.82 
39.84,11.47,28.62
14.46,13.22,25.56
23.67,19.93,24.01
39.49,20.58,1.04 
33.44,28.14,16.52
35.92,11.96,33.00
0.62,21.17,6.30  
32.50,16.36,11.42
11.72,11.99,7.90 
4.04,7.22,24.51  
19.78,38.37,17.74
18.53,25.95,10.98
32.39,30.21,33.91
4.34,0.80,28.85  
34.48,28.19,13.14
18.89,6.41,36.32 
0.86,39.00,2.03  
24.02,13.82,36.63
21.89,19.50,12.66
9.26,16.90,3.94
33.78,19.34,35.93
26.08,10.69,25.39
38.95,11.44,12.04
34.83,34.71,11.34
2.58,32.09,15.15
36.68,4.85,22.31
9.04,11.78,38.58
29.68,25.48,27.17
9.13,38.63,5.78
17.02,4.95,11.12
30.32,38.11,25.27
21.66,21.27,13.93
31.89,27.44,3.27
8.26,0.87,36.54
33.32,29.36,12.74
38.06,9.42,22.59
34.42,14.61,13.38
20.82,23.03,28.55
5.05,19.12,25.77
17.23,26.03,13.39
7.25,19.52,6.15
24.00,30.32,30.83
39.75,0.88,7.05
25.58,37.86,15.24
7.94,31.58,7.08
13.39,36.22,33.58
27.01,29.88,21.57
19.14,8.36,27.06
11.56,9.52,21.02
30.75,4.17,23.28
37.06,2.34,15.25
35.54,6.72,14.83
29.67,15.17,10.21
19.89,26.04,3.85
16.04,23.85,25.01
36.43,35.70,1.73
3.33,23.68,18.97
28.10,2.61,33.96
30.72,38.60,6.29
26.10,12.34,0.45
11.72,25.66,20.15
18.39,8.76,11.31
12.91,34.27,34.13
16.52,6.52,32.60
25.51,32.85,11.45
13.03,4.78,31.58
5.30,9.87,33.79
20.09,6.59,4.07
26.42,24.20,6.25
27.17,14.87,6.54
11.56,39.04,27.61
6.33,1.94,12.29
18.21,5.89,16.43
19.93,23.28,1.78
26.97,13.09,1.24
37.30,1.61,8.13
30.54,37.62,0.24
6.76,6.63,29.39
9.01,11.82,9.07
22.45,12.57,10.82
12.89,4.14,20.12
11.63,4.65,31.13
35.25,15.79,32.03
25.54,13.22,16.32
5.82,15.51,9.37
26.23,28.78,37.00
12.36,38.26,17.74
6.41,16.53,18.53
35.09,0.95,20.81
15.26,28.64,1.74
19.55,9.35,3.95
16.54,16.22,6.83
1.11,18.58,14.56
22.47,15.63,28.40
13.71,13.71,30.36
33.18,34.59,16.26
17.23,18.18,11.29
6.09,36.36,16.44
37.94,26.14,37.78
17.23,19.24,8.38
11.74,10.64,11.36
4.53,10.27,14.70
27.37,24.59,29.71
5.45,1.88,4.83
11.54,1.54,21.30
22.41,14.83,30.17
37.40,6.88,34.46
34.57,32.57,17.46
12.91,26.83,10.80
19.95,21.31,13.86
3.12,38.48,6.82
0.36,19.49,3.92
21.86,2.26,10.07
10.35,0.13,28.32
3.38,24.71,4.69
7.94,10.83,18.93
2.76,10.28,31.21
0.68,35.09,15.37
37.81,30.91,21.30
34.85,7.11,37.43
6.43,10.86,14.47
39.79,15.78,3.10
6.56,8.58,27.99
3.51,29.43,14.23
25.39,13.55,32.11
36.10,17.61,6.42
5.04,15.65,8.63
10.24,36.70,15.60
23.94,22.84,29.36
10.76,1.30,3.78
4.87,16.94,2.47
8.69,15.14,13.30
9.26,28.86,33.01
24.75,14.57,23.19
26.48,18.48,13.62
16.90,8.47,30.92
9.24,26.51,11.58
13.43,33.18,10.54
26.80,24.31,35.29
9.45,22.97,0.60
34.88,18.49,10.48
38.26,17.53,23.36
8.97,7.51,2.94
36.36,11.48,39.41
36.58,8.64,32.09
5.37,13.73,15.45
25.42,24.75,13.22
37.32,28.48,8.60
25.07,22.41,27.26
38.50,1.75,29.07
33.98,39.27,34.20
33.10,12.83,20.89
8.01,19.95,33.39
37.71,19.98,11.32
11.21,1.47,25.53
17.11,14.12,0.00
11.81,21.03,22.91
5.35,11.76,14.65
34.71,24.17,39.10
33.88,31.38,16.99
23.07,14.81,12.20
19.45,38.73,14.44
32.36,38.05,24.41
26.70,6.00,20.00
2.72,18.45,20.52
29.03,32.91,14.73
36.12,11.10,16.59
38.66,31.56,13.42
13.01,14.85,24.36
26.50,17.74,22.58
0.29,35.34,27.32
30.75,34.47,13.49
18.08,36.06,36.46
24.66,1.11,17.50
2.14,29.05,24.35
16.23,15.96,5.48
16.48,3.03,23.62
23.76,16.19,4.70
39.14,17.52,24.41
7.37,24.29,16.77
30.24,3.74,24.90
10.07,8.01,16.11
16.07,28.04,3.29
33.55,14.10,32.63
25.70,33.86,37.07
25.08,2.97,0.39
30.72,30.61,22.16
2.29,21.76,33.53
16.75,0.49,28.36
33.48,28.41,8.99
26.99,27.68,25.23
22.82,7.13,1.97
38.26,6.04,29.14
9.06,12.31,34.94
18.54,38.73,22.21
35.11,28.54,11.64
27.56,38.55,12.04
19.95,19.86,5.15
37.38,17.95,4.85
36.06,35.04,0.15
39.50,32.67,24.33
36.83,35.29,33.18
22.27,21.59,19.65
14.38,36.97,15.56
13.14,28.63,4.00
26.54,29.45,29.69
29.80,4.19,20.58
5.96,28.35,1.20
32.52,9.96,17.88
26.84,38.49,34.61
38.37,5.91,15.20
3.87,29.29,20.29
11.79,18.23,25.63
18.63,24.19,6.60
10.24,2.64,2.62
7.47,21.61,21.56
12.09,32.48,9.49
24.77,10.76,9.88
7.94,3.30,3.93
38.41,2.71,23.53
0.45,30.47,24.66
6.53,9.29,14.41
36.12,34.46,1.86
5.75,13.10,10.37
25.37,24.00,36.34
32.42,27.17,26.90
36.91,6.90,21.22
8.37,14.68,3.09
22.58,4.47,5.44
35.02,14.85,26.05
1.41,16.40,29.09
5.26,10.55,6.71
28.65,35.34,14.13
8.13,22.07,33.54
30.51,17.06,38.81
33.43,16.53,9.03
14.98,17.69,25.76
27.30,5.17,8.08
32.73,38.97,9.01
20.08,35.42,12.78
31.63,33.92,30.18
10.54,11.04,33.69
7.58,26.47,12.92
36.57,4.20,28.51
23.70,28.10,9.51
15.75,7.93,32.14
25.60,30.89,18.68
9.56,18.65,32.95
7.87,22.35,38.03
5.69,20.81,15.37
8.21,30.31,36.58
4.94,39.71,10.67
31.87,9.54,24.90
29.59,19.59,34.58
37.15,6.71,3.94
18.49,17.14,36.46
27.63,4.15,29.84
39.30,36.49,12.88
7.41,13.76,39.33
33.98,31.85,8.88
19.64,28.84,28.10
8.91,11.21,4.49
20.49,32.22,26.21
33.03,0.88,10.40
7.76,2.93,16.59
12.29,20.04,38.60
0.42,15.69,35.97
1.68,38.86,10.99
14.65,21.16,30.86
15.59,4.49,37.24
4.49,32.94,10.26
28.67,3.66,12.11
35.42,2.36,5.63
33.16,25.50,20.48
12.85,2.67,31.16
22.03,14.50,9.38
32.31,30.27,32.07
19.58,33.44,20.09
